Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
257,Entry short,2022-03-29 07:05,S|ORB|or:82.8|pd:29|on:topBreak|gap:+161|ent:close|risk:125.25|rr:0|n:1|h:10|m:5|dow:3,15094.5,1,30189,-253.5,-0.84,2,122,0.40,-252.5,-0.84,1400,5.60,56
258,Exit short,2022-04-01 13:00,time,14859.25,1,29634.5,-86,-0.29,2,182.5,0.62,-164,-0.55,1314,5.26,74
258,Entry short,2022-04-01 06:50,S|ORB|or:75.5|pd:31|on:botBreak|gap:+28.5|ent:close|risk:115|rr:0|n:1|h:9|m:50|dow:6,14817.25,1,29634.5,-86,-0.29,2,182.5,0.62,-164,-0.55,1314,5.26,74
259,Exit long,2022-04-04 13:00,time,15160.75,1,30051.5,268,0.89,2,294,0.98,-37,-0.12,1582,6.33,74
259,Entry long,2022-04-04 06:50,L|ORB|or:111.3|pd:54|on:topBreak|gap:+34.8|ent:close|risk:142|rr:0|n:1|h:9|m:50|dow:2,15025.75,1,30051.5,268,0.89,2,294,0.98,-37,-0.12,1582,6.33,74
260,Exit short,2022-04-05 13:00,time,14846.5,1,30111,416,1.38,2,550,1.83,-91.5,-0.30,1998,7.99,74
260,Entry short,2022-04-05 06:50,S|ORB|or:56|pd:20|on:botBreak|gap:-58.8|ent:close|risk:80.25|rr:0|n:1|h:9|m:50|dow:3,15055.5,1,30111,416,1.38,2,550,1.83,-91.5,-0.30,1998,7.99,74
261,Exit short,2022-04-06 12:00,SL,14644.25,1,29030,-260.5,-0.90,2,238,0.82,-259.5,-0.89,1737.5,6.95,62
261,Entry short,2022-04-06 06:50,S|ORB|or:109.5|pd:31|on:botBreak|gap:-229.3|ent:close|risk:128.75|rr:0|n:1|h:9|m:50|dow:4,14515,1,29030,-260.5,-0.90,2,238,0.82,-259.5,-0.89,1737.5,6.95,62
262,Exit short,2022-04-08 08:00,SL,14477.5,1,28654.5,-302.5,-1.06,2,29,0.10,-301.5,-1.05,1435,5.74,14
262,Entry short,2022-04-08 06:50,S|ORB|or:113|pd:36|on:botBreak|gap:-75.3|ent:close|risk:149.75|rr:0|n:1|h:9|m:50|dow:6,14327.25,1,28654.5,-302.5,-1.06,2,29,0.10,-301.5,-1.05,1435,5.74,14
263,Exit short,2022-04-11 13:00,time,13989.5,1,28159,178,0.63,2,189,0.67,-105,-0.37,1613,6.45,67
263,Entry short,2022-04-11 07:25,S|ORB|or:78.5|pd:42|on:botBreak|gap:-178.3|ent:close|risk:98.75|rr:0|n:1|h:10|m:25|dow:2,14079.5,1,28159,178,0.63,2,189,0.67,-105,-0.37,1613,6.45,67
264,Exit long,2022-04-13 13:00,time,14212.25,1,28095,327.5,1.17,2,437.5,1.56,-109,-0.39,1940.5,7.76,75
264,Entry long,2022-04-13 06:45,L|ORB|or:108.3|pd:27|on:botBreak|gap:+11.5|ent:close|risk:126.25|rr:0|n:1|h:9|m:45|dow:4,14047.5,1,28095,327.5,1.17,2,437.5,1.56,-109,-0.39,1940.5,7.76,75
265,Exit short,2022-04-14 13:00,time,13883,1,28230.5,462.5,1.64,2,477.5,1.69,-52.5,-0.19,2403,9.61,74
265,Entry short,2022-04-14 06:50,S|ORB|or:113|pd:33|on:botBreak|gap:+2.3|ent:close|risk:131.75|rr:0|n:1|h:9|m:50|dow:5,14115.25,1,28230.5,462.5,1.64,2,477.5,1.69,-52.5,-0.19,2403,9.61,74
266,Exit long,2022-04-18 08:45,SL,13848.25,1,27982,-287.5,-1.03,2,21.5,0.08,-286.5,-1.02,2115.5,8.46,17
266,Entry long,2022-04-18 07:20,L|ORB|or:83.8|pd:23|on:topBreak|gap:-43.8|ent:close|risk:142.25|rr:0|n:1|h:10|m:20|dow:2,13991,1,27982,-287.5,-1.03,2,21.5,0.08,-286.5,-1.02,2115.5,8.46,17
267,Exit short,2022-04-21 13:00,time,13716.25,1,28283,848.5,3.00,2,921.5,3.26,-103,-0.36,2964,11.86,69
267,Entry short,2022-04-21 07:15,S|ORB|or:119.5|pd:38|on:topBreak|gap:+169.5|ent:close|risk:141.75|rr:0|n:1|h:10|m:15|dow:5,14141.5,1,28283,848.5,3.00,2,921.5,3.26,-103,-0.36,2964,11.86,69
268,Exit long,2022-04-25 08:45,SL,13261,1,26785,-265,-0.99,2,147,0.55,-264,-0.99,2699,10.80,16
268,Entry long,2022-04-25 07:25,L|ORB|or:104.3|pd:24|on:topBreak|gap:-69.5|ent:close|risk:131|rr:0|n:1|h:10|m:25|dow:2,13392.5,1,26785,-265,-0.99,2,147,0.55,-264,-0.99,2699,10.80,16
269,Exit short,2022-04-26 13:00,time,12964.75,1,26548,616.5,2.32,2,653,2.46,-26.5,-0.10,3315.5,13.26,74
269,Entry short,2022-04-26 06:50,S|ORB|or:133|pd:43|on:botBreak|gap:-87.5|ent:close|risk:177|rr:0|n:1|h:9|m:50|dow:3,13274,1,26548,616.5,2.32,2,653,2.46,-26.5,-0.10,3315.5,13.26,74
270,Exit short,2022-04-27 09:20,SL,13205.25,1,25925,-487.5,-1.88,2,63,0.24,-486.5,-1.88,2828,11.31,23
270,Entry short,2022-04-27 07:25,S|ORB|or:195.3|pd:44|on:topBreak|gap:+12|ent:close|risk:242.25|rr:0|n:1|h:10|m:25|dow:4,12962.5,1,25925,-487.5,-1.88,2,63,0.24,-486.5,-1.88,2828,11.31,23
271,Exit short,2022-04-28 09:35,SL,13281.25,1,26179,-385.5,-1.47,2,111,0.42,-384.5,-1.47,2442.5,9.77,31
271,Entry short,2022-04-28 07:00,S|ORB|or:163.8|pd:50|on:botBreak|gap:+209.3|ent:close|risk:191.25|rr:0|n:1|h:10|m:0|dow:5,13089.5,1,26179,-385.5,-1.47,2,111,0.42,-384.5,-1.47,2442.5,9.77,31
272,Exit long,2022-05-02 10:45,SL,12741.75,1,25965.5,-484,-1.86,2,122,0.47,-483,-1.86,1958.5,7.83,40
272,Entry long,2022-05-02 07:25,L|ORB|or:193.5|pd:32|on:botBreak|gap:-16.3|ent:close|risk:240.5|rr:0|n:1|h:10|m:25|dow:2,12982.75,1,25965.5,-484,-1.86,2,122,0.47,-483,-1.86,1958.5,7.83,40
273,Exit long,2022-05-03 07:45,SL,12988.75,1,26223.5,-248,-0.95,2,79.5,0.30,-247,-0.94,1710.5,6.84,10
273,Entry long,2022-05-03 06:55,L|ORB|or:91|pd:24|on:botBreak|gap:+2|ent:close|risk:122.5|rr:0|n:1|h:9|m:55|dow:3,13111.75,1,26223.5,-248,-0.95,2,79.5,0.30,-247,-0.94,1710.5,6.84,10
274,Exit short,2022-05-04 10:00,SL,13115,1,26084.5,-147.5,-0.57,2,319.5,1.22,-146.5,-0.56,1563,6.25,38
274,Entry short,2022-05-04 06:50,S|ORB|or:56.8|pd:26|on:botBreak|gap:+16.8|ent:close|risk:72.25|rr:0|n:1|h:9|m:50|dow:4,13042.25,1,26084.5,-147.5,-0.57,2,319.5,1.22,-146.5,-0.56,1563,6.25,38
275,Exit short,2022-05-05 13:00,time,12888,1,26442,664,2.51,2,1033,3.91,-19,-0.07,2227,8.91,75
275,Entry short,2022-05-05 06:45,S|ORB|or:99.3|pd:15|on:botBreak|gap:-190.5|ent:close|risk:125.75|rr:0|n:1|h:9|m:45|dow:5,13221,1,26442,664,2.51,2,1033,3.91,-19,-0.07,2227,8.91,75
276,Exit short,2022-05-06 07:15,SL,12793.25,1,25084,-504.5,-2.01,2,44.5,0.18,-503.5,-2.01,1722.5,6.89,5
276,Entry short,2022-05-06 06:50,S|ORB|or:209.8|pd:33|on:botBreak|gap:-100.3|ent:close|risk:250.75|rr:0|n:1|h:9|m:50|dow:6,12542,1,25084,-504.5,-2.01,2,44.5,0.18,-503.5,-2.01,1722.5,6.89,5
277,Exit short,2022-05-10 13:00,time,12327.25,1,24696.5,40,0.16,2,355.5,1.44,-378,-1.53,1762.5,7.05,75
277,Entry short,2022-05-10 06:45,S|ORB|or:153.3|pd:36|on:topBreak|gap:+300.8|ent:close|risk:199.25|rr:0|n:1|h:9|m:45|dow:3,12348.25,1,24696.5,40,0.16,2,355.5,1.44,-378,-1.53,1762.5,7.05,75
278,Exit long,2022-05-12 11:40,SL,11692,1,23820.5,-438.5,-1.84,2,444,1.86,-437.5,-1.84,1324,5.30,55
278,Entry long,2022-05-12 07:05,L|ORB|or:182|pd:34|on:botBreak|gap:-183.8|ent:close|risk:217.75|rr:0|n:1|h:10|m:5|dow:5,11910.25,1,23820.5,-438.5,-1.84,2,444,1.86,-437.5,-1.84,1324,5.30,55
279,Exit short,2022-05-18 13:00,time,11932.75,1,24571,703.5,2.86,2,794,3.23,-64.5,-0.26,2027.5,8.11,66
279,Entry short,2022-05-18 07:30,S|ORB|or:91.8|pd:37|on:botBreak|gap:-195.3|ent:close|risk:114.5|rr:0|n:1|h:10|m:30|dow:4,12285.5,1,24571,703.5,2.86,2,794,3.23,-64.5,-0.26,2027.5,8.11,66
280,Exit short,2022-05-19 07:00,SL,11979.5,1,23626.5,-334.5,-1.42,2,34.5,0.15,-333.5,-1.41,1693,6.77,3
280,Entry short,2022-05-19 06:45,S|ORB|or:114.3|pd:22|on:topBreak|gap:-75.5|ent:close|risk:165.75|rr:0|n:1|h:9|m:45|dow:5,11813.25,1,23626.5,-334.5,-1.42,2,34.5,0.15,-333.5,-1.41,1693,6.77,3
281,Exit long,2022-05-23 07:00,SL,11817.5,1,23903.5,-270.5,-1.13,2,45,0.19,-269.5,-1.13,1422.5,5.69,3
281,Entry long,2022-05-23 06:45,L|ORB|or:111|pd:20|on:botBreak|gap:+50.8|ent:close|risk:133.75|rr:0|n:1|h:9|m:45|dow:2,11951.75,1,23903.5,-270.5,-1.13,2,45,0.19,-269.5,-1.13,1422.5,5.69,3
282,Exit short,2022-05-24 13:00,time,11813.25,1,23429.5,-199,-0.85,2,276,1.18,-235,-1.00,1223.5,4.89,75
282,Entry short,2022-05-24 06:45,S|ORB|or:105.5|pd:39|on:botBreak|gap:-218|ent:close|risk:133.25|rr:0|n:1|h:9|m:45|dow:3,11714.75,1,23429.5,-199,-0.85,2,276,1.18,-235,-1.00,1223.5,4.89,75
283,Exit long,2022-05-26 13:00,time,12255,1,24203,305,1.26,2,483,2.00,-23,-0.10,1528.5,6.11,74
283,Entry long,2022-05-26 06:50,L|ORB|or:160.3|pd:49|on:topBreak|gap:-36.3|ent:close|risk:202.75|rr:0|n:1|h:9|m:50|dow:5,12101.5,1,24203,305,1.26,2,483,2.00,-23,-0.10,1528.5,6.11,74
284,Exit long,2022-05-27 13:00,time,12679.75,1,25066,291.5,1.16,2,302.5,1.21,-51.5,-0.21,1820,7.28,72
284,Entry long,2022-05-27 07:00,L|ORB|or:112.3|pd:25|on:topBreak|gap:+133.5|ent:close|risk:131.5|rr:0|n:1|h:10|m:0|dow:6,12533,1,25066,291.5,1.16,2,302.5,1.21,-51.5,-0.21,1820,7.28,72
285,Exit short,2022-05-31 08:50,SL,12689.5,1,24962.5,-418.5,-1.68,2,1.5,0.01,-417.5,-1.67,1401.5,5.61,21
285,Entry short,2022-05-31 07:05,S|ORB|or:168.5|pd:169|on:botBreak|gap:-124.3|ent:close|risk:207.75|rr:0|n:1|h:10|m:5|dow:3,12481.25,1,24962.5,-418.5,-1.68,2,1.5,0.01,-417.5,-1.67,1401.5,5.61,21
286,Exit short,2022-06-01 13:00,time,12548.25,1,25421,322.5,1.27,2,510.5,2.01,-28,-0.11,1724,6.90,71
286,Entry short,2022-06-01 07:05,S|ORB|or:83.3|pd:29|on:topBreak|gap:+87.8|ent:close|risk:104|rr:0|n:1|h:10|m:5|dow:4,12710.5,1,25421,322.5,1.27,2,510.5,2.01,-28,-0.11,1724,6.90,71
287,Exit long,2022-06-02 13:00,time,12883.75,1,25136.5,629,2.50,2,661.5,2.63,-160.5,-0.64,2353,9.41,75
287,Entry long,2022-06-02 06:45,L|ORB|or:105.5|pd:29|on:botBreak|gap:-47|ent:close|risk:126.25|rr:0|n:1|h:9|m:45|dow:5,12568.25,1,25136.5,629,2.50,2,661.5,2.63,-160.5,-0.64,2353,9.41,75
288,Exit short,2022-06-03 13:00,time,12542,1,25160.5,74.5,0.30,2,153.5,0.61,-134,-0.53,2427.5,9.71,65
288,Entry short,2022-06-03 07:35,S|ORB|or:97.3|pd:21|on:botBreak|gap:-220.8|ent:close|risk:136.75|rr:0|n:1|h:10|m:35|dow:6,12580.25,1,25160.5,74.5,0.30,2,153.5,0.61,-134,-0.53,2427.5,9.71,65
289,Exit short,2022-06-06 13:00,time,12586,1,25276.5,102.5,0.41,2,209.5,0.83,-97.5,-0.39,2530,10.12,57
289,Entry short,2022-06-06 08:15,S|ORB|or:92.8|pd:41|on:topBreak|gap:+187.8|ent:close|risk:147.25|rr:0|n:1|h:11|m:15|dow:2,12638.25,1,25276.5,102.5,0.41,2,209.5,0.83,-97.5,-0.39,2530,10.12,57
290,Exit long,2022-06-07 13:00,time,12688.75,1,25092,283.5,1.13,2,388,1.55,-22,-0.09,2813.5,11.25,68
290,Entry long,2022-06-07 07:20,L|ORB|or:114.5|pd:41|on:botBreak|gap:-142.5|ent:close|risk:134.25|rr:0|n:1|h:10|m:20|dow:3,12546,1,25092,283.5,1.13,2,388,1.55,-22,-0.09,2813.5,11.25,68
291,Exit long,2022-06-08 09:35,SL,12626.75,1,25510.5,-259,-1.02,2,55.5,0.22,-258,-1.01,2554.5,10.22,34
291,Entry long,2022-06-08 06:45,L|ORB|or:95.8|pd:29|on:topBreak|gap:-37.8|ent:close|risk:128|rr:0|n:1|h:9|m:45|dow:4,12755.25,1,25510.5,-259,-1.02,2,55.5,0.22,-258,-1.01,2554.5,10.22,34
292,Exit long,2022-06-09 10:40,SL,12505.5,1,25264,-255,-1.01,2,81.5,0.32,-254,-1.01,2299.5,9.20,46
292,Entry long,2022-06-09 06:50,L|ORB|or:92.3|pd:45|on:botBreak|gap:-76.5|ent:close|risk:126|rr:0|n:1|h:9|m:50|dow:5,12632,1,25264,-255,-1.01,2,81.5,0.32,-254,-1.01,2299.5,9.20,46
293,Exit short,2022-06-10 13:00,time,11855,1,23804.5,92.5,0.39,2,158,0.66,-144.5,-0.61,2392,9.57,72
293,Entry short,2022-06-10 07:00,S|ORB|or:118.8|pd:29|on:botBreak|gap:-229.8|ent:close|risk:188|rr:0|n:1|h:10|m:0|dow:6,11902.25,1,23804.5,92.5,0.39,2,158,0.66,-144.5,-0.61,2392,9.57,72
294,Exit short,2022-06-16 13:00,time,11169.5,1,22467,126,0.56,2,328.5,1.46,-41,-0.18,2518,10.07,72
294,Entry short,2022-06-16 07:00,S|ORB|or:88.5|pd:21|on:botBreak|gap:-302|ent:close|risk:116.75|rr:0|n:1|h:10|m:0|dow:5,11233.5,1,22467,126,0.56,2,328.5,1.46,-41,-0.18,2518,10.07,72
295,Exit short,2022-06-17 10:05,SL,11326.75,1,22307.5,-348,-1.56,2,66,0.30,-347,-1.56,2170,8.68,31
295,Entry short,2022-06-17 07:30,S|ORB|or:141.3|pd:50|on:topBreak|gap:+24|ent:close|risk:172.5|rr:0|n:1|h:10|m:30|dow:6,11153.75,1,22307.5,-348,-1.56,2,66,0.30,-347,-1.56,2170,8.68,31
296,Exit long,2022-06-21 13:00,time,11571.5,1,23256,-115,-0.49,2,100,0.43,-133.5,-0.57,2055,8.22,73
296,Entry long,2022-06-21 06:55,L|ORB|or:126.8|pd:127|on:topBreak|gap:+50.8|ent:close|risk:152.5|rr:0|n:1|h:9|m:55|dow:3,11628,1,23256,-115,-0.49,2,100,0.43,-133.5,-0.57,2055,8.22,73
297,Exit long,2022-06-24 13:00,time,12118.75,1,24073.5,162,0.67,2,223.5,0.93,-136,-0.56,2217,8.87,72
297,Entry long,2022-06-24 07:00,L|ORB|or:121|pd:54|on:topBreak|gap:+115.3|ent:close|risk:198.5|rr:0|n:1|h:10|m:0|dow:6,12036.75,1,24073.5,162,0.67,2,223.5,0.93,-136,-0.56,2217,8.87,72
298,Exit short,2022-06-28 13:00,time,11669.25,1,24053,712.5,2.96,2,729,3.03,-19.5,-0.08,2929.5,11.72,69
298,Entry short,2022-06-28 07:15,S|ORB|or:127|pd:58|on:topBreak|gap:+18.3|ent:close|risk:148|rr:0|n:1|h:10|m:15|dow:3,12026.5,1,24053,712.5,2.96,2,729,3.03,-19.5,-0.08,2929.5,11.72,69
299,Exit long,2022-06-29 13:00,time,11685.75,1,23464,-94.5,-0.40,2,33,0.14,-257,-1.10,2835,11.34,72
299,Entry long,2022-06-29 07:00,L|ORB|or:117|pd:23|on:botBreak|gap:-5|ent:close|risk:158.75|rr:0|n:1|h:10|m:0|dow:4,11732,1,23464,-94.5,-0.40,2,33,0.14,-257,-1.10,2835,11.34,72
300,Exit short,2022-06-30 08:25,SL,11588.75,1,22822,-357.5,-1.57,2,119.5,0.52,-356.5,-1.56,2477.5,9.91,19
300,Entry short,2022-06-30 06:50,S|ORB|or:152.8|pd:83|on:botBreak|gap:-133.5|ent:close|risk:177.25|rr:0|n:1|h:9|m:50|dow:5,11411,1,22822,-357.5,-1.57,2,119.5,0.52,-356.5,-1.56,2477.5,9.91,19
301,Exit long,2022-07-05 13:00,time,11805,1,23016.5,591.5,2.57,2,611.5,2.66,-90.5,-0.39,3069,12.28,70
301,Entry long,2022-07-05 07:10,L|ORB|or:77.3|pd:178|on:botBreak|gap:-96.5|ent:close|risk:119.75|rr:0|n:1|h:10|m:10|dow:3,11508.25,1,23016.5,591.5,2.57,2,611.5,2.66,-90.5,-0.39,3069,12.28,70
302,Exit long,2022-07-07 13:00,time,12130.75,1,24084.5,175,0.73,2,252,1.05,-105,-0.44,3244,12.98,74
302,Entry long,2022-07-07 06:50,L|ORB|or:104.8|pd:47|on:topBreak|gap:+32.8|ent:close|risk:124.25|rr:0|n:1|h:9|m:50|dow:5,12042.25,1,24084.5,175,0.73,2,252,1.05,-105,-0.44,3244,12.98,74
303,Exit short,2022-07-12 13:00,time,11764.25,1,23824,293.5,1.23,2,399,1.67,-61.5,-0.26,3537.5,14.15,75
303,Entry short,2022-07-12 06:45,S|ORB|or:97|pd:46|on:topBreak|gap:+52.8|ent:close|risk:113.75|rr:0|n:1|h:9|m:45|dow:3,11912,1,23824,293.5,1.23,2,399,1.67,-61.5,-0.26,3537.5,14.15,75
304,Exit short,2022-07-14 08:40,SL,11685,1,23050,-322,-1.40,2,27,0.12,-321,-1.39,3215.5,12.86,20
304,Entry short,2022-07-14 07:00,S|ORB|or:136.5|pd:41|on:botBreak|gap:-113.3|ent:close|risk:159.5|rr:0|n:1|h:10|m:0|dow:5,11525,1,23050,-322,-1.40,2,27,0.12,-321,-1.39,3215.5,12.86,20
305,Exit short,2022-07-15 07:00,SL,11985.75,1,23786.5,-187,-0.79,2,78.5,0.33,-186,-0.78,3028.5,12.11,3
305,Entry short,2022-07-15 06:45,S|ORB|or:69.8|pd:22|on:topBreak|gap:+123|ent:close|risk:92|rr:0|n:1|h:9|m:45|dow:6,11893.25,1,23786.5,-187,-0.79,2,78.5,0.33,-186,-0.78,3028.5,12.11,3
306,Exit long,2022-07-19 13:00,time,12287.25,1,24206,366.5,1.51,2,382,1.58,-6,-0.02,3395,13.58,64
306,Entry long,2022-07-19 07:40,L|ORB|or:80.3|pd:24|on:topBreak|gap:+153.8|ent:close|risk:102.75|rr:0|n:1|h:10|m:40|dow:3,12103,1,24206,366.5,1.51,2,382,1.58,-6,-0.02,3395,13.58,64
307,Exit short,2022-07-22 13:00,time,12421,1,25063,219,0.87,2,373,1.49,-57.5,-0.23,3614,14.46,60
307,Entry short,2022-07-22 08:00,S|ORB|or:83.3|pd:31|on:topBreak|gap:-38.3|ent:close|risk:117.75|rr:0|n:1|h:11|m:0|dow:6,12531.5,1,25063,219,0.87,2,373,1.49,-57.5,-0.23,3614,14.46,60
308,Exit short,2022-07-25 13:00,time,12369.5,1,24650,-91,-0.37,2,116,0.47,-164.5,-0.67,3523,14.09,69
308,Entry short,2022-07-25 07:15,S|ORB|or:87.3|pd:25|on:botBreak|gap:+1|ent:close|risk:119.5|rr:0|n:1|h:10|m:15|dow:2,12325,1,24650,-91,-0.37,2,116,0.47,-164.5,-0.67,3523,14.09,69
309,Exit short,2022-07-26 13:00,time,12107.25,1,24376,159.5,0.65,2,235,0.96,-32.5,-0.13,3682.5,14.73,68
309,Entry short,2022-07-26 07:20,S|ORB|or:74.8|pd:42|on:botBreak|gap:-76.8|ent:close|risk:103.5|rr:0|n:1|h:10|m:20|dow:3,12188,1,24376,159.5,0.65,2,235,0.96,-32.5,-0.13,3682.5,14.73,68
310,Exit long,2022-07-27 13:00,time,12588,1,24785.5,388.5,1.57,2,593.5,2.39,-42,-0.17,4071,16.28,75
310,Entry long,2022-07-27 06:45,L|ORB|or:98.8|pd:46|on:topBreak|gap:+192|ent:close|risk:116.75|rr:0|n:1|h:9|m:45|dow:4,12392.75,1,24785.5,388.5,1.57,2,593.5,2.39,-42,-0.17,4071,16.28,75
311,Exit short,2022-07-28 08:25,SL,12655,1,24936,-376,-1.51,2,36.5,0.15,-375,-1.50,3695,14.78,19
311,Entry short,2022-07-28 06:50,S|ORB|or:139.5|pd:34|on:topBreak|gap:-8.8|ent:close|risk:186.5|rr:0|n:1|h:9|m:50|dow:5,12468,1,24936,-376,-1.51,2,36.5,0.15,-375,-1.50,3695,14.78,19
312,Exit long,2022-07-29 13:00,time,12966,1,25791,139,0.54,2,233,0.90,-219.5,-0.85,3834,15.34,72
312,Entry long,2022-07-29 07:00,L|ORB|or:120.5|pd:38|on:botBreak|gap:+64.5|ent:close|risk:151.5|rr:0|n:1|h:10|m:0|dow:6,12895.5,1,25791,139,0.54,2,233,0.90,-219.5,-0.85,3834,15.34,72
313,Exit long,2022-08-01 13:00,time,12973.5,1,26011,-66,-0.25,2,205,0.79,-217,-0.83,3768,15.07,74
313,Entry long,2022-08-01 06:50,L|ORB|or:112.5|pd:42|on:botBreak|gap:-74|ent:close|risk:154.5|rr:0|n:1|h:9|m:50|dow:2,13005.5,1,26011,-66,-0.25,2,205,0.79,-217,-0.83,3768,15.07,74
314,Exit long,2022-08-03 13:00,time,13254.25,1,26231.5,275,1.05,2,388.5,1.48,-111,-0.42,4043,16.17,73
314,Entry long,2022-08-03 06:55,L|ORB|or:100.8|pd:36|on:topBreak|gap:+71.3|ent:close|risk:126.75|rr:0|n:1|h:9|m:55|dow:4,13115.75,1,26231.5,275,1.05,2,388.5,1.48,-111,-0.42,4043,16.17,73
315,Exit long,2022-08-08 08:40,SL,13231,1,26798,-338,-1.26,2,40,0.15,-337,-1.26,3705,14.82,22
315,Entry long,2022-08-08 06:50,L|ORB|or:144.3|pd:64|on:topBreak|gap:+38.3|ent:close|risk:167.5|rr:0|n:1|h:9|m:50|dow:2,13399,1,26798,-338,-1.26,2,40,0.15,-337,-1.26,3705,14.82,22
316,Exit short,2022-08-09 13:00,time,13048.75,1,26046,-53.5,-0.21,2,118.5,0.45,-90,-0.35,3651.5,14.61,74
316,Entry short,2022-08-09 06:50,S|ORB|or:75.3|pd:25|on:botBreak|gap:-80|ent:close|risk:89.5|rr:0|n:1|h:9|m:50|dow:3,13023,1,26046,-53.5,-0.21,2,118.5,0.45,-90,-0.35,3651.5,14.61,74
317,Exit long,2022-08-11 08:05,SL,13455.25,1,27055,-146.5,-0.54,2,95.5,0.35,-145.5,-0.54,3505,14.02,13
317,Entry long,2022-08-11 07:00,L|ORB|or:57.5|pd:34|on:topBreak|gap:+96|ent:close|risk:71.75|rr:0|n:1|h:10|m:0|dow:5,13527.5,1,27055,-146.5,-0.54,2,95.5,0.35,-145.5,-0.54,3505,14.02,13
318,Exit long,2022-08-12 13:00,time,13564,1,26917.5,208.5,0.77,2,247.5,0.92,-148,-0.55,3713.5,14.85,69
318,Entry long,2022-08-12 07:15,L|ORB|or:73.3|pd:25|on:topBreak|gap:+85.5|ent:close|risk:100|rr:0|n:1|h:10|m:15|dow:6,13458.75,1,26917.5,208.5,0.77,2,247.5,0.92,-148,-0.55,3713.5,14.85,69
319,Exit short,2022-08-16 08:45,SL,13660.5,1,27196.5,-126.5,-0.47,2,150,0.55,-125.5,-0.46,3587,14.35,24
319,Entry short,2022-08-16 06:45,S|ORB|or:51.8|pd:30|on:botBreak|gap:-43.3|ent:close|risk:61.75|rr:0|n:1|h:9|m:45|dow:3,13598.25,1,27196.5,-126.5,-0.47,2,150,0.55,-125.5,-0.46,3587,14.35,24
320,Exit short,2022-08-17 11:05,SL,13567,1,26902,-234,-0.87,2,88.5,0.33,-233,-0.87,3353,13.41,42
320,Entry short,2022-08-17 07:35,S|ORB|or:81.8|pd:38|on:botBreak|gap:-136.3|ent:close|risk:115.5|rr:0|n:1|h:10|m:35|dow:4,13451,1,26902,-234,-0.87,2,88.5,0.33,-233,-0.87,3353,13.41,42
321,Exit short,2022-08-19 13:00,time,13259.75,1,26654.5,133,0.50,2,199.5,0.75,-5.5,-0.02,3486,13.94,75
321,Entry short,2022-08-19 06:45,S|ORB|or:84.5|pd:55|on:botBreak|gap:-129|ent:close|risk:98.25|rr:0|n:1|h:9|m:45|dow:6,13327.25,1,26654.5,133,0.50,2,199.5,0.75,-5.5,-0.02,3486,13.94,75
322,Exit short,2022-08-22 13:00,time,12920.5,1,25995,152,0.58,2,243,0.93,-22,-0.08,3638,14.55,70
322,Entry short,2022-08-22 07:10,S|ORB|or:70.5|pd:36|on:botBreak|gap:-183|ent:close|risk:94.75|rr:0|n:1|h:10|m:10|dow:2,12997.5,1,25995,152,0.58,2,243,0.93,-22,-0.08,3638,14.55,70
323,Exit short,2022-09-06 13:00,time,12016.5,1,24064,29,0.12,2,203,0.84,-224.5,-0.93,3667,14.67,74
323,Entry short,2022-09-06 06:50,S|ORB|or:92.3|pd:148|on:botBreak|gap:-6.5|ent:close|risk:137.25|rr:0|n:1|h:9|m:50|dow:3,12032,1,24064,29,0.12,2,203,0.84,-224.5,-0.93,3667,14.67,74
324,Exit long,2022-09-07 13:00,time,12252,1,24280.5,221.5,0.91,2,331,1.36,-79.5,-0.33,3888.5,15.55,58
324,Entry long,2022-09-07 08:10,L|ORB|or:89.8|pd:38|on:topBreak|gap:+18|ent:close|risk:104.75|rr:0|n:1|h:11|m:10|dow:4,12140.25,1,24280.5,221.5,0.91,2,331,1.36,-79.5,-0.33,3888.5,15.55,58
325,Exit long,2022-09-08 13:00,time,12337,1,24501,171,0.70,2,257,1.05,-226.5,-0.92,4059.5,16.24,74
325,Entry long,2022-09-08 06:50,L|ORB|or:106|pd:38|on:botBreak|gap:-85.5|ent:close|risk:133.75|rr:0|n:1|h:9|m:50|dow:5,12250.5,1,24501,171,0.70,2,257,1.05,-226.5,-0.92,4059.5,16.24,74
326,Exit long,2022-09-12 09:10,SL,12640.25,1,25420,-141.5,-0.56,2,91,0.36,-140.5,-0.55,3918,15.67,28
326,Entry long,2022-09-12 06:50,L|ORB|or:58.3|pd:29|on:topBreak|gap:+59.8|ent:close|risk:69.25|rr:0|n:1|h:9|m:50|dow:2,12710,1,25420,-141.5,-0.56,2,91,0.36,-140.5,-0.55,3918,15.67,28
327,Exit short,2022-09-13 13:00,time,12134,1,24726.5,456.5,1.85,2,561,2.27,-98.5,-0.40,4374.5,17.50,72
327,Entry short,2022-09-13 07:00,S|ORB|or:104.8|pd:88|on:botBreak|gap:-287.5|ent:close|risk:145.25|rr:0|n:1|h:10|m:0|dow:3,12363.25,1,24726.5,456.5,1.85,2,561,2.27,-98.5,-0.40,4374.5,17.50,72
328,Exit long,2022-09-15 07:25,SL,12109.75,1,24405.5,-188,-0.77,2,60,0.25,-187,-0.77,4186.5,16.75,8
