family,side,entry_time,sweep_t,inv_t,pnl,R,sgn,sweep_delta,sweep_cum,sweep_div,entry_delta,stack,absorption,year
AMD1-1m,L,2020-02-07 09:54:00-05:00,2020-02-07 09:33:00-05:00,2020-02-07 09:54:00-05:00,72.5,1.3181818181818181,1,-556.0,-303.0,0.03543755814830796,-1.0,1.0,57.0625,2020
AMD1-1m,S,2020-02-12 09:48:00-05:00,2020-02-12 09:30:00-05:00,2020-02-12 09:48:00-05:00,-46.0,-1.069767441860465,-1,-929.0,-929.0,-0.2648576574004546,300.0,1.0,70.62068965517241,2020
AMD1-1m,S,2020-02-19 09:33:00-05:00,2020-02-19 09:30:00-05:00,2020-02-19 09:33:00-05:00,-39.5,-1.082191780821918,-1,46.0,46.0,-0.03757840535595596,771.0,5.0,57.48192771084337,2020
AMD1-1m,L,2020-02-20 09:50:00-05:00,2020-02-20 09:37:00-05:00,2020-02-20 09:50:00-05:00,-54.5,-1.058252427184466,1,306.0,-458.0,-0.035486798810113754,828.0,7.0,79.51851851851852,2020
AMD1-1m,L,2020-02-21 09:44:00-05:00,2020-02-21 09:41:00-05:00,2020-02-21 09:44:00-05:00,-30.5,-1.1090909090909091,1,-391.0,-4185.0,-0.019568899531209258,245.0,6.0,39.73015873015873,2020
AMD1-1m,L,2020-02-27 09:38:00-05:00,2020-02-27 09:30:00-05:00,2020-02-27 09:38:00-05:00,-160.0,-1.019108280254777,1,69.0,69.0,0.004279211053627015,866.0,5.0,49.014925373134325,2020
AMD1-1m,L,2020-03-09 09:56:00-04:00,2020-03-09 09:30:00-04:00,2020-03-09 09:56:00-04:00,190.0,0.3231292517006803,1,96.0,96.0,-0.32829304753624117,361.0,6.0,9.246153846153845,2020
AMD1-1m,S,2020-03-13 09:38:00-04:00,2020-03-13 09:30:00-04:00,2020-03-13 09:38:00-04:00,386.5,1.4261992619926198,-1,134.0,134.0,0.020823887881186817,14.0,3.0,16.376470588235293,2020
AMD1-1m,L,2020-03-18 09:31:00-04:00,2020-03-18 09:30:00-04:00,2020-03-18 09:31:00-04:00,145.5,0.46634615384615385,1,491.0,491.0,0.19509584751199538,361.0,3.0,5.087318087318088,2020
AMD1-1m,S,2020-03-26 09:50:00-04:00,2020-03-26 09:30:00-04:00,2020-03-26 09:50:00-04:00,-186.5,-1.0163487738419619,-1,-1.0,-1.0,0.062025072386812236,161.0,4.0,10.23134328358209,2020
AMD1-1m,S,2020-03-30 09:37:00-04:00,2020-03-30 09:31:00-04:00,2020-03-30 09:37:00-04:00,-100.5,-1.0307692307692307,-1,-155.0,-347.0,0.08041065324132,45.0,4.0,11.552380952380952,2020
AMD1-1m,S,2020-04-03 09:51:00-04:00,2020-04-03 09:41:00-04:00,2020-04-03 09:51:00-04:00,197.0,1.9033816425120773,-1,-216.0,-350.0,-0.0004669111450759135,230.0,3.0,17.138461538461538,2020
AMD1-1m,S,2020-04-08 09:36:00-04:00,2020-04-08 09:31:00-04:00,2020-04-08 09:36:00-04:00,-93.5,-1.0331491712707181,-1,-90.0,-140.0,0.04520206195063477,248.0,3.0,13.68695652173913,2020
AMD1-1m,S,2020-04-09 09:46:00-04:00,2020-04-09 09:43:00-04:00,2020-04-09 09:46:00-04:00,108.5,2.17,-1,-338.0,227.0,0.04569985044092584,105.0,2.0,14.151515151515152,2020
AMD1-1m,L,2020-04-17 10:06:00-04:00,2020-04-17 09:32:00-04:00,2020-04-17 10:06:00-04:00,-147.5,-1.0207612456747406,1,-79.0,412.0,0.15045988542796646,-37.0,2.0,31.07894736842105,2020
AMD1-1m,S,2020-05-06 09:54:00-04:00,2020-05-06 09:33:00-04:00,2020-05-06 09:54:00-04:00,-76.0,-1.0410958904109588,-1,-169.0,-319.0,-0.015846075829590918,395.0,5.0,19.323529411764707,2020
AMD1-1m,S,2020-05-07 09:35:00-04:00,2020-05-07 09:32:00-04:00,2020-05-07 09:35:00-04:00,-60.5,-1.0521739130434782,-1,-681.0,-807.0,-0.07569535184810999,1.0,2.0,22.625,2020
AMD1-1m,S,2020-05-12 09:34:00-04:00,2020-05-12 09:30:00-04:00,2020-05-12 09:34:00-04:00,-14.0,-0.16470588235294117,-1,-689.0,-689.0,-0.19315927470336808,208.0,5.0,39.57575757575758,2020
AMD1-1m,S,2020-05-21 09:45:00-04:00,2020-05-21 09:42:00-04:00,2020-05-21 09:45:00-04:00,174.5,7.425531914893617,-1,-202.0,-592.0,0.015232145721832655,151.0,5.0,28.020833333333332,2020
AMD1-1m,S,2020-06-10 09:34:00-04:00,2020-06-10 09:32:00-04:00,2020-06-10 09:34:00-04:00,-57.0,-1.0555555555555556,-1,-174.0,-446.0,-0.07846943945134702,435.0,1.0,39.70175438596491,2020
AMD1-1m,L,2020-06-11 09:50:00-04:00,2020-06-11 09:38:00-04:00,2020-06-11 09:50:00-04:00,-73.5,-1.0425531914893618,1,-779.0,-1548.0,-0.0590684841068789,75.0,1.0,36.55555555555556,2020
AMD1-1m,S,2020-06-12 10:14:00-04:00,2020-06-12 09:31:00-04:00,2020-06-12 10:14:00-04:00,356.0,2.3654485049833887,-1,-265.0,-375.0,-0.12455710126270525,115.0,4.0,23.857142857142858,2020
AMD1-1m,L,2020-06-29 09:58:00-04:00,2020-06-29 09:39:00-04:00,2020-06-29 09:58:00-04:00,210.5,2.014354066985646,1,-61.0,-1395.0,0.03829316496229282,10.0,3.0,25.70967741935484,2020
AMD1-1m,S,2020-07-01 09:53:00-04:00,2020-07-01 09:30:00-04:00,2020-07-01 09:53:00-04:00,-111.5,-1.0276497695852536,-1,-285.0,-285.0,-0.07811996774813815,67.0,1.0,31.642857142857142,2020
AMD1-1m,S,2020-07-02 09:38:00-04:00,2020-07-02 09:31:00-04:00,2020-07-02 09:38:00-04:00,-65.0,-1.0483870967741935,-1,61.0,-423.0,-0.022625017023677856,475.0,8.0,29.2375,2020
AMD1-1m,S,2020-07-09 09:35:00-04:00,2020-07-09 09:32:00-04:00,2020-07-09 09:35:00-04:00,161.0,3.926829268292683,-1,-334.0,-302.0,-0.010271064188697901,394.0,9.0,32.97560975609756,2020
AMD1-1m,S,2020-07-15 09:46:00-04:00,2020-07-15 09:44:00-04:00,2020-07-15 09:46:00-04:00,162.0,3.5604395604395602,-1,-285.0,-618.0,-0.032006185764547626,-21.0,2.0,38.235955056179776,2020
AMD1-1m,S,2020-07-20 09:35:00-04:00,2020-07-20 09:31:00-04:00,2020-07-20 09:35:00-04:00,-103.5,-1.0298507462686568,-1,-161.0,-514.0,0.04318296720163496,95.0,2.0,31.090225563909776,2020
AMD1-1m,L,2020-07-23 09:35:00-04:00,2020-07-23 09:34:00-04:00,2020-07-23 09:35:00-04:00,-48.0,-1.0666666666666667,1,-148.0,-60.0,-0.0077087210557550915,107.0,1.0,37.0125,2020
AMD1-1m,L,2020-07-24 09:58:00-04:00,2020-07-24 09:36:00-04:00,2020-07-24 09:58:00-04:00,237.5,1.4393939393939394,1,-139.0,-889.0,0.017635197813494118,137.0,3.0,24.125,2020
AMD1-1m,L,2020-08-11 09:39:00-04:00,2020-08-11 09:33:00-04:00,2020-08-11 09:39:00-04:00,-112.0,-1.0275229357798166,1,-393.0,-230.0,-0.03161058333563251,123.0,2.0,35.0625,2020
AMD1-1m,S,2020-08-24 09:52:00-04:00,2020-08-24 09:30:00-04:00,2020-08-24 09:52:00-04:00,186.0,1.5060728744939271,-1,-489.0,-489.0,-0.13716148723424912,808.0,5.0,25.904109589041095,2020
AMD1-1m,L,2020-08-25 09:35:00-04:00,2020-08-25 09:32:00-04:00,2020-08-25 09:35:00-04:00,143.0,1.672514619883041,1,-536.0,-910.0,-0.010906474152818035,200.0,4.0,50.55913978494624,2020
AMD1-1m,S,2020-08-26 09:38:00-04:00,2020-08-26 09:35:00-04:00,2020-08-26 09:38:00-04:00,-44.5,-1.072289156626506,-1,-380.0,-618.0,-0.08710379541238289,161.0,0.0,50.75609756097561,2020
AMD1-1m,L,2020-09-03 09:31:00-04:00,2020-09-03 09:30:00-04:00,2020-09-03 09:31:00-04:00,-71.5,-1.0437956204379562,1,-156.0,-156.0,-0.03358077709953088,107.0,2.0,61.964285714285715,2020
AMD1-1m,S,2020-09-04 09:40:00-04:00,2020-09-04 09:32:00-04:00,2020-09-04 09:40:00-04:00,378.0,2.6619718309859155,-1,-1063.0,-1412.0,-0.033083908488417656,-25.0,1.0,29.557971014492754,2020
AMD1-1m,L,2020-09-08 09:31:00-04:00,2020-09-08 09:30:00-04:00,2020-09-08 09:31:00-04:00,-154.0,-1.0198675496688743,1,-183.0,-183.0,0.053371447729145365,386.0,7.0,16.92,2020
AMD1-1m,S,2020-09-09 09:32:00-04:00,2020-09-09 09:30:00-04:00,2020-09-09 09:32:00-04:00,-73.5,-1.0425531914893618,-1,-325.0,-325.0,-0.10813977006741707,175.0,8.0,38.793103448275865,2020
AMD1-1m,S,2020-09-10 09:36:00-04:00,2020-09-10 09:32:00-04:00,2020-09-10 09:36:00-04:00,-97.0,-1.0319148936170213,-1,-405.0,-533.0,-0.08760659624004076,476.0,7.0,20.0625,2020
AMD1-1m,L,2020-09-11 09:40:00-04:00,2020-09-11 09:36:00-04:00,2020-09-11 09:40:00-04:00,-113.0,-1.0272727272727273,1,-343.0,-298.0,0.06425130393910043,87.0,4.0,12.621621621621621,2020
AMD1-1m,S,2020-09-15 10:24:00-04:00,2020-09-15 09:30:00-04:00,2020-09-15 10:24:00-04:00,-109.5,-0.7348993288590604,-1,-17.0,-17.0,0.07645224432970268,161.0,4.0,7.670731707317073,2020
AMD1-1m,L,2020-09-21 09:49:00-04:00,2020-09-21 09:40:00-04:00,2020-09-21 09:49:00-04:00,-261.5,-1.011605415860735,1,-728.0,-249.0,0.05403778915539678,15.0,4.0,34.69,2020
AMD1-1m,L,2020-09-29 09:33:00-04:00,2020-09-29 09:31:00-04:00,2020-09-29 09:33:00-04:00,-61.0,-1.0517241379310345,1,-113.0,-285.0,0.005911983009732044,100.0,1.0,29.324324324324323,2020
AMD1-1m,S,2020-10-05 09:48:00-04:00,2020-10-05 09:43:00-04:00,2020-10-05 09:48:00-04:00,-53.5,-1.0594059405940595,-1,-199.0,-1532.0,-0.02239342893805863,218.0,5.0,32.44,2020
AMD1-1m,S,2020-10-07 10:12:00-04:00,2020-10-07 09:30:00-04:00,2020-10-07 10:12:00-04:00,-115.5,-1.0266666666666666,-1,-26.0,-26.0,-0.01260959875671668,68.0,1.0,31.377777777777776,2020
AMD1-1m,S,2020-10-22 09:39:00-04:00,2020-10-22 09:30:00-04:00,2020-10-22 09:39:00-04:00,183.0,2.2732919254658386,-1,-286.0,-286.0,-0.008066860208912813,377.0,9.0,30.052083333333332,2020
AMD1-1m,S,2020-10-26 10:28:00-04:00,2020-10-26 09:40:00-04:00,2020-10-26 10:28:00-04:00,163.5,1.1762589928057554,-1,-78.0,-726.0,0.04053362396477163,335.0,6.0,35.526315789473685,2020
AMD1-1m,S,2020-10-30 09:40:00-04:00,2020-10-30 09:31:00-04:00,2020-10-30 09:40:00-04:00,370.0,3.3035714285714284,-1,-313.0,-195.0,0.04157596451364318,276.0,4.0,28.511627906976745,2020
AMD1-1m,L,2020-11-17 10:31:00-05:00,2020-11-17 09:44:00-05:00,2020-11-17 10:31:00-05:00,-19.0,-0.19387755102040816,1,-34.0,-541.0,0.044713465940121905,216.0,3.0,35.6,2020
AMD1-1m,L,2020-11-24 09:55:00-05:00,2020-11-24 09:35:00-05:00,2020-11-24 09:55:00-05:00,122.5,1.384180790960452,1,-393.0,-783.0,0.03727829177064002,183.0,6.0,29.526315789473685,2020
AMD1-1m,S,2020-11-27 09:40:00-05:00,2020-11-27 09:33:00-05:00,2020-11-27 09:40:00-05:00,-59.0,-1.0535714285714286,-1,-286.0,-472.0,-0.005779613057362319,87.0,2.0,29.257575757575758,2020
AMD1-1m,L,2020-12-02 09:59:00-05:00,2020-12-02 09:31:00-05:00,2020-12-02 09:59:00-05:00,159.5,1.2811244979919678,1,-322.0,-624.0,-0.13483544393228125,146.0,1.0,55.629629629629626,2020
AMD1-1m,L,2020-12-04 09:43:00-05:00,2020-12-04 09:30:00-05:00,2020-12-04 09:43:00-05:00,73.0,1.0503597122302157,1,51.0,51.0,-0.0063652807343513515,281.0,4.0,45.97435897435897,2020
AMD1-1m,L,2020-12-09 09:45:00-05:00,2020-12-09 09:31:00-05:00,2020-12-09 09:45:00-05:00,-75.0,-1.0416666666666667,1,-434.0,-529.0,-0.06409114009174004,116.0,0.0,57.833333333333336,2020
AMD1-1m,L,2020-12-10 09:38:00-05:00,2020-12-10 09:34:00-05:00,2020-12-10 09:38:00-05:00,175.0,1.2455516014234875,1,-458.0,-428.0,0.030168159592278917,775.0,7.0,25.387323943661972,2020
AMD1-1m,S,2020-12-14 09:34:00-05:00,2020-12-14 09:32:00-05:00,2020-12-14 09:34:00-05:00,-35.0,-1.09375,-1,-62.0,-205.0,-0.05248637048752837,-23.0,6.0,15.264150943396226,2020
AMD1-1m,S,2020-12-15 09:31:00-05:00,2020-12-15 09:30:00-05:00,2020-12-15 09:31:00-05:00,-48.5,-1.065934065934066,-1,-103.0,-103.0,-0.15995186211326162,-41.0,3.0,14.634408602150538,2020
AMD1-1m,L,2020-12-16 09:49:00-05:00,2020-12-16 09:38:00-05:00,2020-12-16 09:49:00-05:00,103.5,2.07,1,-261.0,-996.0,-0.0017771238667587883,173.0,4.0,22.76271186440678,2020
AMD1-1m,S,2020-12-17 09:44:00-05:00,2020-12-17 09:32:00-05:00,2020-12-17 09:44:00-05:00,53.0,1.1910112359550562,-1,-549.0,-1038.0,-0.04568617211592402,289.0,2.0,36.81395348837209,2020
AMD1-1m,S,2020-12-29 09:31:00-05:00,2020-12-29 09:30:00-05:00,2020-12-29 09:31:00-05:00,-36.5,-1.0895522388059702,-1,-378.0,-378.0,-0.054314534240754574,151.0,3.0,42.421875,2020
AMD1-1m,S,2020-12-30 09:34:00-05:00,2020-12-30 09:31:00-05:00,2020-12-30 09:34:00-05:00,89.5,1.2344827586206897,-1,-270.0,-263.0,0.03278842239885465,552.0,1.0,45.529411764705884,2020
AMD1-1m,S,2021-01-05 10:22:00-05:00,2021-01-05 09:40:00-05:00,2021-01-05 10:22:00-05:00,-11.5,-0.09583333333333334,-1,-481.0,-1510.0,-0.013224227048022934,275.0,9.0,33.50909090909091,2021
AMD1-1m,S,2021-01-08 09:32:00-05:00,2021-01-08 09:30:00-05:00,2021-01-08 09:32:00-05:00,-88.0,-1.035294117647059,-1,33.0,33.0,0.060764267370312416,586.0,7.0,26.20731707317073,2021
AMD1-1m,L,2021-01-11 09:31:00-05:00,2021-01-11 09:30:00-05:00,2021-01-11 09:31:00-05:00,-56.5,-1.0560747663551402,1,-344.0,-344.0,-0.12998648740782198,39.0,2.0,36.49579831932773,2021
AMD1-1m,S,2021-01-15 09:55:00-05:00,2021-01-15 09:32:00-05:00,2021-01-15 09:55:00-05:00,122.0,1.5443037974683544,-1,-357.0,-1059.0,0.03870433243639505,546.0,4.0,20.990654205607477,2021
AMD1-1m,L,2021-01-21 10:03:00-05:00,2021-01-21 09:41:00-05:00,2021-01-21 10:03:00-05:00,120.5,1.2552083333333333,1,-444.0,-727.0,-0.009784156523441036,194.0,1.0,24.0,2021
AMD1-1m,S,2021-01-28 09:39:00-05:00,2021-01-28 09:36:00-05:00,2021-01-28 09:39:00-05:00,-117.0,-1.0263157894736843,-1,-325.0,-1842.0,-0.1220437202880955,225.0,7.0,18.955555555555556,2021
AMD1-1m,S,2021-02-01 09:45:00-05:00,2021-02-01 09:33:00-05:00,2021-02-01 09:45:00-05:00,-117.5,-1.0262008733624455,-1,-448.0,-716.0,-0.06836949163910365,353.0,3.0,20.808333333333334,2021
AMD1-1m,S,2021-02-02 09:58:00-05:00,2021-02-02 09:35:00-05:00,2021-02-02 09:58:00-05:00,-102.5,-1.0301507537688441,-1,-241.0,-747.0,0.021560320000828546,370.0,5.0,36.0,2021
AMD1-1m,S,2021-02-04 09:33:00-05:00,2021-02-04 09:31:00-05:00,2021-02-04 09:33:00-05:00,-50.0,-0.5988023952095808,-1,-336.0,-332.0,0.08060969478872546,88.0,3.0,26.844036697247706,2021
AMD1-1m,S,2021-02-11 09:35:00-05:00,2021-02-11 09:30:00-05:00,2021-02-11 09:35:00-05:00,-52.0,-1.0612244897959184,-1,-255.0,-255.0,-0.09455500432360382,351.0,7.0,49.803030303030305,2021
AMD1-1m,L,2021-02-12 09:37:00-05:00,2021-02-12 09:35:00-05:00,2021-02-12 09:37:00-05:00,130.0,2.1666666666666665,1,-6.0,-794.0,-0.08425034717694038,259.0,4.0,33.821917808219176,2021
AMD1-1m,L,2021-02-16 09:31:00-05:00,2021-02-16 09:30:00-05:00,2021-02-16 09:31:00-05:00,-65.5,-1.048,1,160.0,160.0,0.0016731360169629332,197.0,2.0,37.62068965517241,2021
AMD1-1m,L,2021-02-17 09:35:00-05:00,2021-02-17 09:33:00-05:00,2021-02-17 09:35:00-05:00,-105.5,-1.0292682926829269,1,-447.0,-10.0,0.03864413848549606,455.0,5.0,24.86627906976744,2021
AMD1-1m,L,2021-02-18 09:35:00-05:00,2021-02-18 09:32:00-05:00,2021-02-18 09:35:00-05:00,-72.0,-1.0434782608695652,1,-48.0,-170.0,-0.0027112665533883928,369.0,2.0,57.888888888888886,2021
AMD1-1m,L,2021-02-22 09:47:00-05:00,2021-02-22 09:34:00-05:00,2021-02-22 09:47:00-05:00,-133.5,-1.0229885057471264,1,-162.0,-497.0,-0.004851115649441556,230.0,3.0,34.36842105263158,2021
AMD1-1m,L,2021-02-23 10:23:00-05:00,2021-02-23 09:34:00-05:00,2021-02-23 10:23:00-05:00,-64.5,-0.13945945945945945,1,-276.0,-918.0,0.011174219815644773,535.0,4.0,21.484126984126984,2021
AMD1-1m,L,2021-02-24 09:39:00-05:00,2021-02-24 09:36:00-05:00,2021-02-24 09:39:00-05:00,-154.5,-1.0198019801980198,1,-525.0,10.0,0.001140389468182807,243.0,3.0,39.14736842105263,2021
AMD1-1m,S,2021-02-26 09:50:00-05:00,2021-02-26 09:32:00-05:00,2021-02-26 09:50:00-05:00,-184.5,-0.8236607142857143,-1,-84.0,-501.0,-0.041995037091997874,447.0,3.0,21.9609375,2021
AMD1-1m,S,2021-03-04 09:46:00-05:00,2021-03-04 09:32:00-05:00,2021-03-04 09:46:00-05:00,348.5,2.212698412698413,-1,-779.0,-687.0,0.09463028078485931,144.0,2.0,30.416666666666668,2021
AMD1-1m,S,2021-03-09 09:33:00-05:00,2021-03-09 09:30:00-05:00,2021-03-09 09:33:00-05:00,-79.0,-1.0394736842105263,-1,185.0,185.0,-0.004707080920427736,-14.0,2.0,42.870588235294115,2021
AMD1-1m,L,2021-03-17 09:44:00-04:00,2021-03-17 09:35:00-04:00,2021-03-17 09:44:00-04:00,-65.0,-0.5306122448979592,1,-77.0,305.0,0.04255101522606635,288.0,3.0,25.35,2021
AMD1-1m,S,2021-03-22 09:40:00-04:00,2021-03-22 09:32:00-04:00,2021-03-22 09:40:00-04:00,-72.5,-1.0431654676258992,-1,-645.0,-854.0,0.030169415550768117,395.0,3.0,27.66115702479339,2021
AMD1-1m,L,2021-03-25 09:31:00-04:00,2021-03-25 09:30:00-04:00,2021-03-25 09:31:00-04:00,-86.5,-1.035928143712575,1,-442.0,-442.0,-0.06220982542210513,307.0,5.0,26.244755244755243,2021
AMD1-1m,L,2021-03-30 10:44:00-04:00,2021-03-30 09:33:00-04:00,2021-03-30 10:44:00-04:00,-15.0,-0.08042895442359249,1,-636.0,-607.0,-0.004668274714183136,455.0,4.0,41.19642857142857,2021
AMD1-1m,L,2021-04-07 09:41:00-04:00,2021-04-07 09:34:00-04:00,2021-04-07 09:41:00-04:00,125.5,2.024193548387097,1,-805.0,-996.0,-0.0872607590759548,365.0,4.0,39.276923076923076,2021
AMD1-1m,S,2021-04-08 09:40:00-04:00,2021-04-08 09:37:00-04:00,2021-04-08 09:40:00-04:00,-47.5,-1.0674157303370786,-1,-333.0,-775.0,-0.01723714507244166,232.0,1.0,38.54545454545455,2021
AMD1-1m,S,2021-04-15 10:01:00-04:00,2021-04-15 09:31:00-04:00,2021-04-15 10:01:00-04:00,-75.0,-1.0416666666666667,-1,-98.0,-170.0,0.01987150923550717,479.0,5.0,60.15217391304348,2021
AMD1-1m,L,2021-04-21 09:46:00-04:00,2021-04-21 09:40:00-04:00,2021-04-21 09:46:00-04:00,89.5,1.0591715976331362,1,-335.0,-1189.0,-0.027196576278601226,173.0,3.0,41.7536231884058,2021
AMD1-1m,L,2021-04-22 10:07:00-04:00,2021-04-22 09:40:00-04:00,2021-04-22 10:07:00-04:00,91.5,1.2887323943661972,1,-473.0,499.0,0.02775697667870021,132.0,2.0,41.266666666666666,2021
AMD1-1m,S,2021-04-26 09:34:00-04:00,2021-04-26 09:31:00-04:00,2021-04-26 09:34:00-04:00,-44.0,-1.0731707317073171,-1,-155.0,-347.0,0.0040335257660631604,343.0,2.0,38.63934426229508,2021
AMD1-1m,L,2021-04-28 09:37:00-04:00,2021-04-28 09:34:00-04:00,2021-04-28 09:37:00-04:00,-39.0,-1.0833333333333333,1,-196.0,-1394.0,-0.04038104006651698,-94.0,0.0,104.5,2021
AMD1-1m,S,2021-05-03 09:31:00-04:00,2021-05-03 09:30:00-04:00,2021-05-03 09:31:00-04:00,-28.5,-1.1176470588235294,-1,162.0,162.0,0.06792812641966241,49.0,2.0,37.369565217391305,2021
AMD1-1m,S,2021-05-05 09:35:00-04:00,2021-05-05 09:32:00-04:00,2021-05-05 09:35:00-04:00,-41.5,-0.3721973094170404,-1,-573.0,-697.0,-0.08999583569361666,899.0,7.0,35.95302013422819,2021
AMD1-1m,L,2021-05-06 09:38:00-04:00,2021-05-06 09:32:00-04:00,2021-05-06 09:38:00-04:00,-148.5,-1.0206185567010309,1,-327.0,-509.0,0.0009888516869027003,483.0,2.0,50.63953488372093,2021
AMD1-1m,S,2021-05-13 09:33:00-04:00,2021-05-13 09:30:00-04:00,2021-05-13 09:33:00-04:00,-69.0,-1.0454545454545454,-1,-540.0,-540.0,0.0735030637238781,542.0,4.0,36.93913043478261,2021
AMD1-1m,L,2021-05-17 09:37:00-04:00,2021-05-17 09:30:00-04:00,2021-05-17 09:37:00-04:00,-120.0,-1.0256410256410255,1,-405.0,-405.0,-0.1845031246151213,345.0,4.0,19.35514018691589,2021
AMD1-1m,S,2021-05-21 09:32:00-04:00,2021-05-21 09:30:00-04:00,2021-05-21 09:32:00-04:00,104.0,1.71900826446281,-1,-302.0,-302.0,0.03132374652348208,337.0,7.0,26.011363636363637,2021
AMD1-1m,S,2021-06-01 09:37:00-04:00,2021-06-01 09:30:00-04:00,2021-06-01 09:37:00-04:00,-37.5,-1.0869565217391304,-1,-79.0,-79.0,0.020172974648677976,217.0,4.0,59.06818181818182,2021
AMD1-1m,L,2021-06-03 10:09:00-04:00,2021-06-03 09:39:00-04:00,2021-06-03 10:09:00-04:00,32.0,0.2098360655737705,1,-125.0,-701.0,-0.023644510448630227,294.0,10.0,52.92307692307692,2021
AMD1-1m,S,2021-06-08 09:50:00-04:00,2021-06-08 09:39:00-04:00,2021-06-08 09:50:00-04:00,200.0,3.252032520325203,-1,-612.0,-723.0,-0.03726802527774515,-187.0,1.0,42.220338983050844,2021
AMD1-1m,S,2021-06-09 09:50:00-04:00,2021-06-09 09:30:00-04:00,2021-06-09 09:50:00-04:00,56.5,0.5736040609137056,-1,-665.0,-665.0,-0.11392377874155639,321.0,3.0,39.7375,2021
AMD1-1m,L,2021-06-11 09:36:00-04:00,2021-06-11 09:30:00-04:00,2021-06-11 09:36:00-04:00,-54.0,-1.0588235294117647,1,-177.0,-177.0,-0.02108369196567591,158.0,3.0,41.77777777777778,2021
AMD1-1m,L,2021-06-14 09:40:00-04:00,2021-06-14 09:30:00-04:00,2021-06-14 09:40:00-04:00,69.0,0.8789808917197452,1,-516.0,-516.0,-0.237150639559726,-3.0,2.0,26.35,2021
AMD1-1m,L,2021-06-15 09:43:00-04:00,2021-06-15 09:30:00-04:00,2021-06-15 09:43:00-04:00,-77.5,-1.0402684563758389,1,-99.0,-99.0,0.006726568404931937,63.0,2.0,14.423076923076923,2021
AMD1-1m,L,2021-06-18 10:39:00-04:00,2021-06-18 09:32:00-04:00,2021-06-18 10:39:00-04:00,-163.0,-1.01875,1,-84.0,-580.0,-0.07447173024825468,99.0,5.0,27.341463414634145,2021
AMD1-1m,S,2021-06-24 09:33:00-04:00,2021-06-24 09:31:00-04:00,2021-06-24 09:33:00-04:00,-40.5,-1.08,-1,-567.0,-769.0,-0.19183237531713548,270.0,3.0,36.98765432098765,2021
AMD1-1m,S,2021-07-06 09:45:00-04:00,2021-07-06 09:30:00-04:00,2021-07-06 09:45:00-04:00,-58.5,-1.054054054054054,-1,-584.0,-584.0,-0.06635405623444941,282.0,3.0,55.38095238095238,2021
AMD1-1m,S,2021-07-07 09:31:00-04:00,2021-07-07 09:30:00-04:00,2021-07-07 09:31:00-04:00,199.0,3.4017094017094016,-1,-338.0,-338.0,0.013513628691700384,406.0,5.0,39.515151515151516,2021
AMD1-1m,S,2021-07-14 09:37:00-04:00,2021-07-14 09:30:00-04:00,2021-07-14 09:37:00-04:00,-87.0,-1.0357142857142858,-1,456.0,456.0,0.030951059980636617,388.0,2.0,65.34545454545454,2021
AMD1-1m,S,2021-07-16 09:40:00-04:00,2021-07-16 09:31:00-04:00,2021-07-16 09:40:00-04:00,205.0,3.3884297520661155,-1,-446.0,-845.0,-0.0882610273654903,345.0,6.0,36.276315789473685,2021
AMD1-1m,L,2021-07-19 09:36:00-04:00,2021-07-19 09:33:00-04:00,2021-07-19 09:36:00-04:00,-91.0,-1.0340909090909092,1,-325.0,-654.0,0.00909311005771259,457.0,13.0,27.01923076923077,2021
AMD1-1m,L,2021-07-20 09:49:00-04:00,2021-07-20 09:31:00-04:00,2021-07-20 09:49:00-04:00,130.5,1.069672131147541,1,-628.0,-468.0,-0.015243631457021095,265.0,5.0,31.0,2021
AMD1-1m,S,2021-07-28 09:33:00-04:00,2021-07-28 09:31:00-04:00,2021-07-28 09:33:00-04:00,-83.5,-1.0372670807453417,-1,-205.0,-208.0,-0.08335069733283583,376.0,2.0,51.628571428571426,2021
AMD1-1m,S,2021-08-03 09:31:00-04:00,2021-08-03 09:30:00-04:00,2021-08-03 09:31:00-04:00,-60.0,-1.0526315789473684,-1,-99.0,-99.0,-0.1184712996628616,59.0,4.0,69.42105263157895,2021
AMD1-1m,S,2021-08-10 09:32:00-04:00,2021-08-10 09:31:00-04:00,2021-08-10 09:32:00-04:00,-46.5,-1.0689655172413792,-1,-137.0,-167.0,-0.043362145399609024,466.0,4.0,54.47761194029851,2021
AMD1-1m,S,2021-08-11 09:35:00-04:00,2021-08-11 09:34:00-04:00,2021-08-11 09:35:00-04:00,222.5,3.5039370078740157,-1,-288.0,-287.0,-0.05263893681321406,562.0,4.0,34.266666666666666,2021
AMD1-1m,L,2021-08-17 09:36:00-04:00,2021-08-17 09:30:00-04:00,2021-08-17 09:36:00-04:00,-108.0,-1.0285714285714285,1,-338.0,-338.0,-0.03954720749839172,572.0,4.0,31.37142857142857,2021
AMD1-1m,S,2021-08-23 09:34:00-04:00,2021-08-23 09:32:00-04:00,2021-08-23 09:34:00-04:00,-28.0,-1.12,-1,-454.0,-1200.0,0.019324820373477547,202.0,2.0,58.48979591836735,2021
AMD1-1m,S,2021-09-02 09:36:00-04:00,2021-09-02 09:30:00-04:00,2021-09-02 09:36:00-04:00,-47.5,-1.0674157303370786,-1,-358.0,-358.0,-0.05322297348771882,189.0,5.0,48.455882352941174,2021
